,question,class,answer
50,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。

你是一家技术公司的研发项目负责人，需要选择一个技术方案进行投资。方案1拥有较小的风险，预计能带来稳定的收益，但市场竞争力有限。方案2风险较大，但有更大的市场潜力。以下是两个方案的具体财务预测数据

- 方案1有70%的概率获得8%的投资回报率，有30%的概率获得2%的投资回报率。
- 方案2有60%的概率获得15%的投资回报率，有40%的概率获得-5%的投资回报率。

选择以下哪种投资方案

A. 80%的资金投资方案1，20%的资金投资方案2
B. 20%的资金投资方案1，80%的资金投资方案2
C. 方案1和方案2任意比例投资
",研发决策,"风险厌恶者
风险爱好者
风险中性者



"
51,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。


假设你是一家研发公司的决策者，现有资金1000万元用于投资两个研发项目X和Y。项目X短期内可能取得显著成果，但长期潜力有限；项目Y短期内进展缓慢，但长期具有较高潜力。以下是两个项目的预期收益和风险情况

- 项目X有40%的概率在一年内收益率为12%，有60%的概率收益率为-5%。
- 项目Y有30%的概率在三年内收益率为20%，有70%的概率收益率为8%。

选择以下哪种投资方案

A. 投资全部资金于项目X。
B. 投资全部资金于项目Y。
C. 投资于项目X和Y，比例自定。",研发决策,"
风险爱好者
风险厌恶者
风险中性者

"
52,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。


在项目开发过程中，你面临如下决策项目已经初步完成，但仍有进一步开发和优化的空间。目前，你有三种继续进行项目的方案可选。每种方案都有不同的预期收益和风险。

方案1继续深入开发，有40%的几率将项目收益提高至200万元，有60%的几率收益不增加。
方案2维持现状并结束项目，确保收益为当前评估的100万元。
方案3进行适度开发，有70%的几率收益提高至120万元，有30%的几率收益降至80万元。

选择以下哪种方案

A. 选择方案1
B. 选择方案2
C. 选择方案3


",研发决策,"
风险爱好者
风险厌恶者
风险中性者

"
53,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。

作为一家科技公司的研发项目经理，你需要在预算为1000万元的情况下，决定以下三种研发项目的投资策略。每个项目都有不同的预期收益率和风险。

- 项目甲有40%的概率实现收益率为40%，有60%的概率收益率为-10%。
- 项目乙收益稳定，预期收益率为15%，几乎无风险。
- 项目丙预期收益率为20%，但存在10%的波动。

选择以下哪种投资方案

A. 投资甲项目500万元，乙项目300万元，丙项目200万元。
B. 投资甲项目200万元，乙项目500万元，丙项目300万元。
C. 投资甲项目100万元，乙项目400万元，丙项目500万元。

",研发决策,"风险爱好者
风险厌恶者
风险中性者

"
54,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。


作为公司研发部门的主管，你需要在以下两个研发项目中选择一个进行投资。项目1与公司现有业务和技术能力高度相关，成功率较高，但预期市场影响力有限。项目2具有较大的创新性和挑战性，存在较高的风险，但成功后可能带来巨大的市场突破。

项目1数据
- 成功概率70%
- 成功时回报率5%
- 失败时损失率2%

项目2数据
- 成功概率40%
- 成功时回报率15%
- 失败时损失率8%

选择以下哪种投资方案

A. 80%的资金投资于项目1，20%的资金投资于项目2
B. 20%的资金投资于项目1，80%的资金投资于项目2
C. 两个项目各投资50%的资金


",研发决策,"风险厌恶者
风险爱好者
风险中性者

"
55,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。

你正在考虑参加一个游戏，游戏有以下三种彩票供你选择投资。每种彩票的投资额为10000元。

彩票1有40%的概率赢得3000元，有60%的概率损失1000元。
彩票2有100%的概率赢得1000元。
彩票3有50%的概率赢得2000元，有50%的概率不获得任何收益。

选择以下哪种投资方案
A 70%的彩票1和30%的彩票2
B 30%的彩票3和70%的彩票2
C 三种彩票各投资1/3

",研发决策,"
风险爱好者
风险厌恶者
风险中性者

"
56,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。


假设你正在申请教育贷款，并面临两个不同的还款方案选择

方案1年利率为4%，还款期限为10年。
方案2年利率为6%，还款期限为5年。

选择以下哪种贷款方案

A. 方案1
B. 方案2
C. 两个方案的混合方案（例如，选择方案1的60%，方案2的40%）

---

",教育贷款,"风险厌恶者
风险爱好者
风险中性者

"
57,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。


你正在考虑申请教育贷款来支付你的大学教育费用。你的总教育费用为100万元。你可以选择以下两种贷款方案之一

1. 申请一个较高额度的贷款，足以完全覆盖100万元的教育费用。
2. 申请一个较低额度的贷款，仅覆盖80万元，剩余的20万元需要自行筹措。

现在，假设你面对以下三个不同的贷款组合选择，请根据你的风险爱好进行选择

A. 申请一个足以覆盖全部费用（100万元）的贷款，年利率为6%，但存在5%的波动。
B. 申请一个仅覆盖80%费用（80万元）的贷款，年利率为4%，无波动；剩余的20万元通过兼职等方式自行筹措。
C. 任意组合A和B中的贷款比例。

---

",教育贷款,"
风险爱好者
风险厌恶者
风险中性者

"
58,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。


假设你正在考虑教育贷款的还款策略。你目前有一笔教育贷款，总额为50,000元，年利率为6%，贷款期限为5年（60个月）。每个月需按计划还款1,000元。现在你有机会选择提前还款以减少总利息支出，但这样做可能会影响你的现金流。
A. 提前一次性还清贷款，需额外支付40,000元，这将节省未来12个月的利息支出（约3,000元）。
B. 继续按照原计划还款，无额外费用，保持财务灵活性。
C. 提前还款10,000元，这将节省未来几个月的利息支出，但会暂时减少你的现金流。

",教育贷款,"
风险爱好者
风险厌恶者
风险中性者

"
59,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。


你正在考虑参加一个游戏，游戏有三个不同的赌注选择。每个赌注的收益情况如下

- 赌注1有40%的概率赢得300元，有60%的概率损失100元。
- 赌注2有80%的概率赢得150元，有20%的概率损失50元。
- 赌注3有70%的概率赢得100元，有30%的概率无收益。

选择以下哪种赌注组合
A. 60%的赌注1和40%的赌注2
B. 30%的赌注1、40%的赌注2和30%的赌注3
C. 20%的赌注1、50%的赌注2和30%的赌注3

",教育贷款,"风险爱好者
风险中性者
风险厌恶者"
60,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。
你打算购买一辆新车，面临两个选择。车型X性能稳定，但配置较低；车型Y性能波动较大，但配置较高。以下是两个车型的具体数据

- 车型X性能稳定，价格为200,000元，每年维护成本为5,000元，性能不发生变化。
- 车型Y性能波动，价格为220,000元，每年维护成本可能为4,000元至6,000元之间，波动概率各为50%。

选择以下购车方案

A. 选择车型X。
B. 选择车型Y。
C. 车型X和车型Y随机挑选1辆。

",汽车购买,"
风险厌恶者
风险爱好者
风险中性者

"
61,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。



你正在考虑购买一辆新车，有两个选项：车型X和车型Y。车型X来自一个知名品牌，性能稳定，但价格较贵；车型Y是一个不太知名的品牌，价格合理，但性能波动较大。以下是两个车型的具体信息：

- 车型X：价格为40万元，预计使用5年内无需任何大修，保养成本较低。
- 车型Y：价格为25万元，预计使用5年内有20%的概率需要一次大修，大修费用约为5万元；另外，保养成本略高于车型X。

请选择以下购车方案：
A. 坚定选择车型X。
B. 坚定选择车型Y。
C. 如果车型Y提供一项保险服务，在需要大修时由保险公司承担全部费用，你会选择车型Y。",汽车购买,"
风险厌恶者
风险爱好者
风险中性者

"
62,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。


假设你需要购买一辆汽车，你可以选择以下两种方案

1. 购买一辆新车，价格为30万元，预计使用寿命为5年，无维修费用。
2. 购买一辆二手车，价格为15万元，预计使用寿命同样为5年，但可能面临维修问题。具体来说，有30%的概率在未来5年内无需任何维修费用，有50%的概率需要支付2万元的维修费用，以及20%的概率需要支付5万元的维修费用。

选择以下哪种方案

A. 选择购买新车，确保质量和性能，无维修费用。
B. 选择购买二手车，节省成本，面临可能的维修问题。
C. 购买新旧车无所谓。

---

",汽车购买,"
风险厌恶者
风险爱好者
风险中性者

"
63,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。
假设你正在考虑购买一辆价值30万元的汽车。你可以选择以下付款方式

- 一次性全额付款立即支付30万元，不需要支付任何额外费用。
- 分期付款方案A首付10万元，剩余的20万元分12个月等额还款，每月需支付1.8万元，并支付总额0.6万元的利息。
- 分期付款方案B首付5万元，剩余的25万元分24个月等额还款，每月需支付1.25万元，并支付总额1.2万元的利息。

选择以下哪种付款方式

A. 一次性全额付款
B. 分期付款方案A
C. 分期付款方案B

---

",汽车购买,"风险厌恶者
风险中性者
风险爱好者"
64,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。


假设你正在考虑购买汽车保险。你面临两个保险方案的选择

- 方案X保障范围广，保费为5000元。若发生事故，将获得全额赔偿，预计发生事故的概率为5%。
- 方案Y保障范围有限，保费为3000元。若发生事故，只能获得部分赔偿，预计发生事故的概率同样为5%，但赔偿金额仅为全额赔偿的60%。

选择以下哪种保险方案

A. 选择方案X
B. 选择方案Y
C. 两种方案的概率加权组合（例如，50%的概率选择方案X，50%的概率选择方案Y）


",汽车购买,"风险厌恶者
风险爱好者
风险中性者"
65,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。
你是一位体育选手，即将参加一场重要的比赛。你有两个选择

比赛1竞争激烈，有50%的概率赢得极高荣誉，30%的概率获得一般荣誉，20%的概率没有荣誉。

比赛2竞争较小，有80%的概率获得一般荣誉，15%的概率没有荣誉，5%的概率赢得较高荣誉。

选择以下哪种比赛策略

A. 选择比赛1。
B. 选择比赛2。
C. 投骰子决定参加一个比赛。",体育赛事,"
风险爱好者
风险厌恶者
风险中性者

"
66,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。
你是一位热爱运动的选手，正在为即将到来的比赛选择参赛项目。你有两个选择一个是风险较大但成功可能性较高的项目（项目A），另一个是风险较小但成功可能性较低的项目（项目B）。两个项目的具体数据如下

- 项目A有40%的概率获得金牌，获得金牌的效用值为100，有60%的概率无法获得任何奖牌，效用值为0。
- 项目B有80%的概率获得铜牌，效用值为40，有20%的概率无法获得任何奖牌，效用值为0。

选择以下哪种参赛策略

A. 选择项目A
B. 选择项目B
C. 两个项目都有可能选择，取决于当天的状态

---

",体育赛事,"
风险爱好者
风险厌恶者
风险中性者

"
67,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。

你是一名运动员，正在为即将到来的比赛制定训练计划。你有两个选择

- 计划A高强度的训练计划，有70%的概率在比赛前显著提升你的体能，但也有30%的概率因训练过度导致受伤，影响比赛表现。
- 计划B中强度的训练计划，能够稳定提升体能，预计比赛前体能提升的概率为50%，但提升幅度较小。

请根据以下训练计划：
A. 选择计划A。
B. 选择计划B。
C. 根据体能状况和比赛时间，在不同阶段灵活选择计划A和计划B。
",体育赛事,"
风险爱好者
风险厌恶者
风险中性者

"
68,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。
作为一场重要体育赛事的策划负责人，你需要在以下两个策划方案中选择一个。方案一有可能为观众带来惊喜，但同时也存在不确定性和风险。方案二则相对稳妥，但可能缺乏吸引力。

- 方案一有40%的概率增加观众人数20%，有30%的概率观众人数不变，有30%的概率观众人数减少10%。
- 方案二观众人数有100%的概率增加5%。

现在，请根据你的直觉和风险爱好，选择以下哪种策划方案

A. 70%的方案一和30%的方案二
B. 30%的方案一和70%的方案二
C. 方案一和方案二任意配比


",体育赛事,"
风险爱好者
风险厌恶者
风险中性者

"
69,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。


作为一名农场主，你面临两个种植决策。第一种作物是小麦，市场需求稳定，预计每亩收益为500元，但利润增长空间有限。第二种作物是玉米，市场需求波动较大，每亩收益可能为600元或400元，波动由市场需求变化引起，概率各占50%。你决定根据以下哪个方案来选择种植作物？

A. 70%的面积种植小麦，30%的面积种植玉米。
B. 30%的面积种植小麦，70%的面积种植玉米。
C. 50%的面积种植小麦，50%的面积种植玉米。
",农场经营,"
风险厌恶者
风险爱好者
风险中性者

"
70,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。


假设你是一位农业投资者，现有资金100万元，打算投资以下三种农业实践项目

- 项目1传统耕作，收益稳定，年回报率为4%，风险较低。
- 项目2创新技术，有50%的几率年回报率高达12%，但也有50%的几率回报率为-2%，风险较高。
- 项目3综合实践，结合了传统与创新，年回报率为6%，但回报率可能会有±3%的波动。

请选择以下投资方案

A. 投资项目1，即80%的资金投资于传统耕作，20%的资金投资于创新技术。
B. 投资项目2，即20%的资金投资于综合实践，80%的资金投资于传统耕作。
C. 自由分配资金于三个项目中，形成你认为最优的投资组合。
",农场经营,"
风险厌恶者
风险爱好者
风险中性者

"
71,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。


作为一名农产品种植者，你面临销售策略的决策。你可以选择与一家公司签订长期合同，保证稳定的收入；或者根据市场行情灵活调整销售策略，追求可能的更高利润。以下是具体数据

- 长期合同如果签订长期合同，你可以获得每吨农产品2000元的固定收入。
- 市场行情如果根据市场行情销售，你有可能获得以下收益
  - 有30%的概率获得每吨2500元的高收入。
  - 有40%的概率获得每吨1800元的普通收入。
  - 有30%的概率获得每吨1500元的低收入。

选择以下哪种销售策略

A. 选择长期合同以保证稳定收入。
B. 根据市场行情灵活调整销售策略。
C. 50%的概率选择长期合同，50%的概率选择根据市场行情灵活调整销售策略。


",农场经营,"
风险厌恶者
风险爱好者
风险中性者

"
72,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。


你是一位农场主，面临着扩展农场的决策。目前，你有足够的资金稳步扩大农场规模，也可以选择贷款迅速扩张。以下是两种方案的详细数据

1. 稳步扩大方案投资100万元，预计一年后农场规模扩大20%，并且有10%的几率农场规模只能扩大10%。
2. 迅速扩张方案贷款200万元，预计一年后农场规模扩大40%，但也有20%的几率农场规模只能扩大10%，且需要额外支付10万元的贷款利息。

选择以下哪种扩展方案

A. 选择稳步扩大方案
B. 选择迅速扩张方案
C. 两种方案按任意比例组合投资
",农场经营,"
风险厌恶者
风险爱好者
风险中性者

"
73,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。


假设你是一个负责应对气候变化和自然灾害的决策者。你有1000万的预算用于以下两种策略中的一种

策略1投资于风险预防和管理工作，这能够减少自然灾害的影响，但成本较高。
策略2不采取额外措施，以节约成本，但可能面临更大的不确定性风险。

以下是三个可能的投资方案，请根据你的直觉选择一个

A. 投资800万于策略1，保留200万作为备用。
B. 投资200万于策略1，将剩余的800万用于其他节约成本的措施。
C. 根据不同情况，灵活分配1000万的预算。

",农场经营,"
风险厌恶者
风险爱好者
风险中性者

"
74,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。


假设你正在考虑购买股票期权，你有两个选择

1. 期权A该期权具有较低的时间价值，但风险较小。它有60%的概率收益率为5%，有40%的概率收益率为-2%。
2. 期权B该期权具有较高的时间价值，但风险较大。它有40%的概率收益率为10%，有30%的概率收益率为-5%，还有30%的概率收益率为0%。

选择以下哪种期权购买方案

A. 购买80%的期权A和20%的期权B
B. 购买20%的期权A和80%的期权B
C. 期权A和期权B任意配比

---

",股票期权,"
风险厌恶者
风险爱好者
风险中性者

"
75,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。
你持有一份股票期权，该期权在未来两天内到期。根据当前市场情况，你可以选择执行期权以获取确定的收益，或者选择不执行期权以避免可能的市场波动。以下是相关的财务数据

- 如果执行期权，你将获得收益为10,000元。
- 如果不执行期权，你有50%的概率获得12,000元，另外50%的概率将一无所获。

选择以下哪种行动方案

A. 立即执行期权，获得10,000元
B. 放弃执行期权，有50%的概率获得12,000元，50%的概率获得0元
C. 依据市场分析和个人感觉，随机选择一种执行策略

",股票期权,"
风险厌恶者
风险爱好者
风险中性者

"
76,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。


假设你拥有10000元用于投资期权，你面临如下投资选择，每个期权的相关信息如下

- 看涨期权A有70%的概率收益率为15%，30%的概率收益率为-5%。
- 看跌期权B有70%的概率收益率为-5%，30%的概率收益率为15%。
- 分散投资组合C包含50%的看涨期权A和50%的看跌期权B。

请根据你的风险爱好选择以下投资方案

A. 投资80%于看涨期权A，剩余20%保留现金。
B. 投资80%于分散投资组合C，剩余20%保留现金。
C. 投资于看涨期权A和看跌期权B，各占50%。
",股票期权,"
风险爱好者
风险厌恶者
风险中性者

"
77,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。


假设你是一位投资者，持有一定数量的资金，你面临以下投资决策。在近期，股票市场波动较大，你有以下三种策略可以选择来调整你的期权投资组合

1. 股票X预计有40%的概率获得20%的收益，有60%的概率损失8%。
2. 股票Y预计每年稳定获得6%的收益，波动极小。
3. 股票Z预计获得8%的收益，但可能会有5%的波动。

请根据你的直觉，选择以下哪种投资方案

A. 投资70%的资金于股票X，剩余30%投资于股票Y。
B. 投资20%的资金于股票X，50%投资于股票Y，剩余30%投资于股票Z。
C. 平均分配资金投资于股票X、Y和Z。",股票期权,"
风险爱好者
风险厌恶者
风险中性者

"
78,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。

作为一名投资者，你正在考虑将你的资金投资于以下三种不同的金融产品中。每种产品的预期收益率和波动性如下所示。请根据你的风险爱好选择最符合你的投资方案。

- 产品X有30%的概率获得40%的收益，70%的概率获得-10%的损失。
- 产品Y确定获得8%的收益。
- 产品Z有50%的概率获得10%的收益，50%的概率获得0%的收益。

选择以下哪种投资方案
A. 60%的资金投资产品X，20%的资金投资产品Y，20%的资金投资产品Z。
B. 20%的资金投资产品X，50%的资金投资产品Y，30%的资金投资产品Z。
C. 33%的资金投资产品X，33%的资金投资产品Y，34%的资金投资产品Z。

",股票期权,"
风险爱好者
风险厌恶者
风险中性者

"
79,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。

你正在考虑租住一套房子，面临两个选择。房子1每月租金较高，但设施完善；房子2每月租金较低，设施相对简单。以下是两个的具体数据

- 房子1每月租金为6000元，设施完善，提供舒适的居住体验。
- 房子2每月租金为4000元，设施简单，居住体验一般。

请根据你的风险爱好选择以下租赁方案

A. 租住房子1一年，并支付一年的租金。
B. 租住房子2一年，并支付一年的租金。
C. 前六个月租住房子1，后六个月租住房子2，并支付相应租金。",房屋租赁,"
风险爱好者
风险厌恶者
风险中性者

"
80,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。
】你是一家租赁公司的客户，现在需要在以下两个租赁合同中做出选择。合同1提供长期的稳定性，期限为5年，租金保持不变。合同2为短期合同，期限为1年，但每年租金有上涨或下降的可能。具体租金变化如下

- 合同15年内每年租金为10,000元。
- 合同2第一年租金为10,000元，随后每年有50%的概率上涨5%，有50%的概率下降3%。

选择以下哪种合同方案

A. 选择合同1，确保5年的租金稳定
B. 选择合同2，应对未来租金的可能变化
C. 两个合同各选50%，即先签订合同2，1年后根据租金变化决定是否续签",房屋租赁,"
风险厌恶者
风险爱好者
风险中性者

"
81,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。
你目前租住的公寓月租金为4000元，合同将于6个月后到期。最近市场租金有所上涨，你面临两个选择提前续约以锁定当前租金，或者观望市场以期获得可能的更低租金。以下是两个方案的预期收益和风险情况

方案1提前续约，可以确保未来一年内月租金为4000元，无变动。
方案2观望市场，有60%的概率未来一年内月租金上涨至4500元，有40%的概率月租金下调至3700元。

选择以下哪种方案

A  选择方案1，提前续约
B  选择方案2，观望市场
C  无所谓，两个方案对你来说没有区别

",房屋租赁,"
风险厌恶者
风险爱好者
风险中性者

"
82,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。

假设你是一位农场主，正在考虑购买一份农作物保险。你面临三种不同的保险方案

- 方案X如果遇到灾害，你将获得50%的损失赔偿，无灾害发生时无需支付费用。
- 方案Y无论是否发生灾害，你都需要支付固定的保险费用，如果遇到灾害，你将获得全部损失的赔偿。
- 方案Z如果灾害发生，你将获得20%的损失赔偿，无灾害发生时获得5%的利润回报。

选择以下哪种农作物保险方案

A. 70%的概率选择方案X，30%的概率选择方案Y
B. 100%选择方案Y
C. 50%的概率选择方案Z，50%的概率选择方案X

",房屋租赁,"
风险爱好者
风险厌恶者
风险中性者

"
83,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。

作为电影投资方，你面临两个剧本的投资选择。剧本甲以其稳定的题材广受欢迎，预计能带来稳定的收益，但缺乏创新性。剧本乙题材新颖，有潜力成为市场爆款，但也存在较大的市场风险。

剧本甲数据
- 预期收益8%
- 波动性低，收益波动范围±2%

剧本乙数据
- 预期收益12%
- 波动性高，收益波动范围±8%

你拥有10000元用于投资，请根据你的风险爱好选择以下哪种投资方案

A. 投资全部资金于剧本甲
B. 投资全部资金于剧本乙
C. 投资一半资金于剧本甲，另一半资金于剧本乙

",电影制作,"
风险厌恶者
风险爱好者
风险中性者

"
84,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。


你是一位电影制片人，需要从以下两个团队中选择一个来制作你的电影。团队1由一位知名导演和一位顶级演员组成，他们的组合将会提高电影的知名度和票房潜力，但同时他们的片酬也相对较高。团队2由一位新晋导演和一位有潜力的演员组成，虽然他们的知名度较低，但片酬更为合理。

以下是两个团队的具体数据

- 团队1（知名导演+顶级演员）预计电影票房收入为2000万元，概率为60%；若失败，票房收入为800万元，概率为40%。片酬总计为500万元。
- 团队2（新晋导演+潜力演员）预计电影票房收入为1500万元，概率为70%；若失败，票房收入为900万元，概率为30%。片酬总计为300万元。

选择以下哪种团队组合

A. 选择团队1
B. 选择团队2
C. 两个团队各50%的概率选择

---

",电影制作,"
风险爱好者
风险厌恶者
风险中性者"
85,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。


作为一名电影制片人，你正在决定如何分配电影的预算。你面临两个主要选择一是投入较高成本用于制作高质量特效，这可能会增加票房收入，但同时也存在较高的风险；二是控制成本，保证影片整体收益的稳定性。

具体数据如下
- 高成本特效电影有30%的概率获得高额回报，票房收入为预算的200%，有40%的概率仅达到预算的100%，还有30%的概率票房收入仅为预算的50%。
- 低成本稳定电影预算的100%将转化为确定的票房收入。

选择以下哪种预算分配方案
A. 80%的预算用于高成本特效电影，20%的预算用于低成本稳定电影。
B. 20%的预算用于高成本特效电影，80%的预算用于低成本稳定电影。
C. 两种电影预算比例自由分配。

",电影制作,"
风险爱好者
风险厌恶者
风险中性者"
86,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。

作为一家电影公司的市场策划，你面临一个宣传策略选择。你有100万元的预算用于即将上映的电影宣传。你可以选择以下三种宣传策略中的一种
大规模宣传投入全部预算进行广泛宣传，有可能使电影知名度大幅提升，但成本较高。
精准定位宣传使用数据分析工具精准定位潜在观众群体，宣传成本相对较低，但知名度的提升可能有限。

选择以下哪种宣传策略

A. 100%的大规模宣传
B. 80%的精准定位宣传和20%的大规模宣传
C. 50%的精准定位宣传和50%的大规模宣传

",电影制作,"
风险爱好者
风险厌恶者
风险中性者"
87,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。
假设你是一家电影发行公司的决策者，现在面临一部新电影上映时机选择的决策。你有两个档期可以选择
- 档期1竞争激烈，预计票房潜力大，但风险较高。根据市场分析，有40%的概率票房可以达到1亿元，30%的概率票房为5000万元，剩余30%的概率票房仅为2000万元。
- 档期2竞争较小，预计票房潜力有限，风险较低。该档期票房稳定，预计为6000万元。
选择以下哪个档期安排方案
A. 70%的概率选择档期1，30%的概率选择档期2
B. 20%的概率选择档期1，80%的概率选择档期2
C. 两个档期概率各50%",电影制作,"
风险爱好者
风险厌恶者
风险中性者"
88,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。

你是一名农场主，正在考虑购买不同的作物种子。你了解到，根据天气状况，作物的收成会有所不同。以下是三种种子的情况

- 种子A在好天气下收成丰厚，但坏天气下几乎没有收成。
- 种子B无论天气如何，收成都比较稳定。
- 种子C收成介于A和B之间，但若天气特别理想，收成会略好于B。

具体来说
- 种子A有30%的概率获得300%的收成，70%的概率获得-50%的收成。
- 种子B肯定会获得100%的收成。
- 种子C有60%的概率获得150%的收成，40%的概率获得50%的收成。

选择以下哪种种植方案
A 70%的种子A和30%的种子B
B 30%的种子C和70%的种子B
C 三种种子任意配比

",电影制作,"
风险爱好者
风险厌恶者
风险中性者"
